K..Mandi,K..Tidur,L..Bangunan,Sertifikat,Tipe.Properti,Kota,Price
5021,1,1,25,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,750000000
5022,1,2,79,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,2050000000
5023,1,1,46,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,1700000000
5024,3,3,192,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,1900000000
5025,2,4,240,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2900000000
5026,2,3,145,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,2700000000
5027,1,2,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,325000000
5028,1,2,60,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,600000000
5029,3,4,210,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,5830000000
5030,1,2,60,SHM - Sertifikat Hak Milik,Rumah,Depok,780000000
5031,1,1,27,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,320000000
5032,4,4,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3000000000
5033,2,3,81,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,2600000000
5034,1,2,80,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1900000000
5035,2,4,80,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,1950000000
5036,2,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1430000000
5037,2,3,275,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,4280000000
5038,2,3,50,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,600000000
5039,5,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3000000000
5040,1,1,27,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,700000000
5041,1,2,60,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Pusat,1050000000
5042,5,3,220,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3250000000
5043,2,2,99,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,2300000000
5044,1,1,26,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,425000000
5045,1,1,24,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,600000000
5046,1,1,28,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,1270000000
5047,2,3,65,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1790000000
5048,1,1,38,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,675000000
5049,2,4,225,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,4700000000
5050,1,1,26,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,550000000
5051,3,4,230,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2700000000
5052,3,3,257,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,5320000000
5053,4,4,192,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,1900000000
5054,3,4,200,HGB - Hak Guna Bangunan,Rumah,Jakarta Barat,3500000000
5055,3,3,105,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,1850000000
5056,3,4,130,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2800000000
5057,1,2,43,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,430000000
5058,2,3,91,SHM - Sertifikat Hak Milik,Rumah,Depok,2130000000
5059,3,3,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3600000000
5060,4,4,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1970000000
5061,1,1,21,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,284000000
5062,1,2,34,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,800000000
5063,3,3,105,SHM - Sertifikat Hak Milik,Rumah,Depok,1800000000
5064,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,550000000
5065,2,3,149,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,5500000000
5066,4,4,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1970000000
5067,3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1960000000
5068,1,2,34,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,540000000
5069,2,3,100,SHM - Sertifikat Hak Milik,Rumah,Depok,1150000000
5070,1,2,33,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,650000000
5071,1,1,66,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,960000000
5072,2,2,99,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,2700000000
5073,1,1,22,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,350000000
5074,1,2,124,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,2600000000
5075,2,3,93,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2180000000
5076,3,3,105,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1800000000
5077,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1210000000
5078,1,2,56,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1400000000
5079,3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1400000000
5080,2,3,60,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,698000000
5081,2,2,43,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,506000000
5082,3,3,80,SHM - Sertifikat Hak Milik,Rumah,Depok,1610000000
5083,1,1,23,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,400000000
5084,2,3,45,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,650000000
5085,2,2,40,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,470000000
5086,2,2,44,SHM - Sertifikat Hak Milik,Apartemen,Depok,500000000
5087,2,2,64,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,1000000000
5088,3,4,150,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,3500000000
5089,1,2,41,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,630000000
5090,3,3,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,4200000000
5091,1,1,28,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,1100000000
5092,1,1,21,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,290000000
5093,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,880000000
5094,3,3,91,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1250000000
5095,1,1,25,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,375000000
5096,1,1,21,SHM - Sertifikat Hak Milik,Apartemen,Depok,250000000
5097,1,1,43,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1200000000
5098,1,1,32,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,675000000
5099,3,3,120,SHM - Sertifikat Hak Milik,Rumah,Depok,1490000000
5100,3,3,54,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1320000000
5101,1,2,78,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,570000000
5102,1,2,34,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,580000000
5103,1,2,60,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,810000000
5104,1,2,33,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,350000000
5105,2,2,99,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,2300000000
5106,2,3,93,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2180000000
5107,2,3,63,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,628000000
5108,3,4,154,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,4700000000
5109,2,2,42,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,534000000
5110,3,3,154,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,4190000000
5111,2,3,80,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,960000000
5112,2,3,83,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,2400000000
5113,3,4,216,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3100000000
5114,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,345000000
5115,3,3,136,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,4000000000
5116,3,3,200,SHM - Sertifikat Hak Milik,Rumah,Depok,2900000000
5117,1,2,34,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,430000000
5118,3,3,110,SHM - Sertifikat Hak Milik,Rumah,Depok,1340000000
5119,1,2,24,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,600000000
5120,1,2,35,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,450000000
5121,4,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,2150000000
5122,1,1,40,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,780000000
5123,2,3,117,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1370000000
5124,3,3,165,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3500000000
5125,2,3,63,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,628000000
5126,3,3,200,SHM - Sertifikat Hak Milik,Rumah,Depok,1700000000
5127,4,4,203,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,5900000000
5128,2,2,93,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,2800000000
5129,2,2,46,SHM - Sertifikat Hak Milik,Rumah,Depok,599000000
5130,1,1,24,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,525000000
5131,3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1650000000
5132,4,3,192,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2500000000
5133,1,1,22,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,466000000
5134,2,3,132,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,3500000000
5135,1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,560000000
5136,1,2,52,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,1500000000
5137,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,339000000
5138,2,3,82,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,1500000000
5139,1,2,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,900000000
5140,2,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1430000000
5141,3,3,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2200000000
5142,1,1,24,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,370000000
5143,2,3,209,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,3500000000
5144,1,1,29,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,1270000000
5145,1,1,24,SHM - Sertifikat Hak Milik,Apartemen,Depok,450000000
5146,1,2,43,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,550000000
5147,3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1490000000
5148,1,2,44,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,1500000000
5149,1,2,88,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1650000000
5150,1,1,21,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,410000000
5151,2,3,225,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Barat,1600000000
5152,3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
5153,2,2,64,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,1300000000
5154,3,3,120,SHM - Sertifikat Hak Milik,Rumah,Depok,1700000000
5155,3,3,155,SHM - Sertifikat Hak Milik,Rumah,Depok,1720000000
5156,1,2,53,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1550000000
5157,2,2,51,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,1600000000
5158,2,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1430000000
5159,1,1,28,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,1100000000
5160,2,4,110,SHM - Sertifikat Hak Milik,Rumah,Depok,1300000000
5161,2,3,50,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,1690000000
5162,2,3,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1120000000
5163,2,2,67,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,950000000
5164,2,3,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,820000000
5165,2,2,92,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,2350000000
5166,2,3,180,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,5100000000
5167,2,3,60,SHM - Sertifikat Hak Milik,Rumah,Depok,779000000
5168,1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,950000000
5169,3,4,105,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,2600000000
5170,4,4,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1970000000
5171,3,3,209,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3600000000
5172,3,3,197,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2570000000
5173,3,4,125,SHM - Sertifikat Hak Milik,Rumah,Depok,1350000000
5174,4,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2350000000
5175,2,3,70,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1950000000
5176,1,2,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,460000000
5177,3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1970000000
5178,3,3,76,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,950000000
5179,1,1,25,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,210000000
5180,4,4,203,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,3700000000
5181,1,1,23,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,245000000
5182,1,2,34,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,600000000
5183,2,3,88,SHM - Sertifikat Hak Milik,Rumah,Depok,1510000000
5184,1,1,57,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,700000000
5185,3,3,185,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3350000000
5186,2,2,75,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,2050000000
5187,5,4,210,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,5500000000
5188,4,4,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1970000000
5189,2,2,93,SHM - Sertifikat Hak Milik,Rumah,Depok,1450000000
5190,3,3,165,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2400000000
5191,1,1,23,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,550000000
5192,1,2,50,HGB - Hak Guna Bangunan,Apartemen,Depok,750000000
5193,1,1,36,HP - Hak Pakai,Apartemen,Jakarta Pusat,500000000
5194,2,2,108,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,4000000000
5195,4,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,3700000000
5196,2,2,67,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,970000000
5197,3,3,80,SHM - Sertifikat Hak Milik,Rumah,Depok,1610000000
5198,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,400000000
5199,1,2,45,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,875000000
5200,3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1400000000
5201,2,3,65,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1900000000
5202,2,3,60,SHM - Sertifikat Hak Milik,Rumah,Depok,948000000
5203,3,3,105,SHM - Sertifikat Hak Milik,Rumah,Depok,1250000000
5204,3,4,90,SHM - Sertifikat Hak Milik,Rumah,Depok,1430000000
5205,1,2,60,SHM - Sertifikat Hak Milik,Apartemen,Depok,1550000000
5206,2,3,90,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,950000000
5207,1,1,37,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1200000000
5208,2,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1800000000
5209,3,3,78,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2500000000
5210,1,2,36,HGB - Hak Guna Bangunan,Apartemen,Depok,420000000
5211,2,3,94,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1300000000
5212,1,1,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1200000000
5213,3,3,56,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,3200000000
5214,3,4,299,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,3500000000
5215,3,4,277,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3800000000
5216,3,4,277,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3800000000
5217,1,2,48,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,990000000
5218,4,4,227,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,5800000000
5219,3,3,73,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,800000000
5220,1,2,35,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,350000000
5221,1,1,38,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,500000000
5222,4,4,240,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3800000000
5223,3,3,105,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,2600000000
5224,1,1,29,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,760000000
5225,1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,489000000
5226,4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2620000000
5227,1,2,35,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,370000000
5228,1,1,23,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,300000000
5229,1,2,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,500000000
5230,1,1,80,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,4600000000
5231,1,2,100,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1950000000
5232,2,3,73,SHM - Sertifikat Hak Milik,Rumah,Depok,1480000000
5233,1,1,25,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,500000000
5234,1,1,60,HP - Hak Pakai,Apartemen,Tangerang Selatan,2060000000
5235,3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1970000000
5236,2,2,140,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,4800000000
5237,3,3,72,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1400000000
5238,1,1,22,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,500000000
5239,1,2,57,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,990000000
5240,1,1,36,HP - Hak Pakai,Apartemen,Jakarta Pusat,500000000
5241,1,1,26,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,425000000
5242,2,3,46,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,700000000
5243,3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1300000000
5244,2,2,70,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1680000000
5245,1,1,28,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,599000000
5246,1,1,31,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,475000000
5247,1,1,73,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1300000000
5248,2,3,65,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,2500000000
5249,3,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1230000000
5250,2,3,103,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,3000000000
5251,4,4,224,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2900000000
5252,1,2,36,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,500000000
5253,2,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1430000000
5254,3,3,105,SHM - Sertifikat Hak Milik,Rumah,Depok,1250000000
5255,3,3,105,SHM - Sertifikat Hak Milik,Rumah,Depok,1250000000
5256,1,1,50,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1500000000
5257,3,3,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2250000000
5258,1,2,66,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,3250000000
5259,2,1,42,SHM - Sertifikat Hak Milik,Rumah,Depok,816000000
5260,2,3,50,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,600000000
5261,1,2,35,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,370000000
5262,1,1,26,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,750000000
5263,1,2,55,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,800000000
5264,2,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,4500000000
5265,2,3,84,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,980000000
5266,1,2,30,SHM - Sertifikat Hak Milik,Apartemen,Depok,350000000
5267,3,4,250,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,3700000000
5268,2,3,127,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,2700000000
5269,2,3,60,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1400000000
5270,1,3,99,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,2200000000
5271,3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
5272,1,1,40,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,800000000
5273,4,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2350000000
5274,4,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,3700000000
5275,2,2,61,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,650000000
5276,3,4,130,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2800000000
5277,1,2,38,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,500000000
5278,1,1,23,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,400000000
5279,2,3,190,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2500000000
5280,2,3,93,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2180000000
5281,1,1,30,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,400000000
5282,1,1,20,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,428000000
5283,1,2,50,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1400000000
5284,1,2,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,835000000
5285,1,2,65,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1400000000
5286,1,3,100,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,3000000000
5287,1,2,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,650000000
5288,2,3,103,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,2390000000
5289,1,1,104,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,3100000000
5290,2,3,78,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,2600000000
5291,3,2,62,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1790000000
5292,2,3,119,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,2400000000
5293,1,1,33,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,265000000
5294,3,4,90,SHM - Sertifikat Hak Milik,Rumah,Depok,1430000000
5295,3,3,190,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,4200000000
5296,2,2,61,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,650000000
5297,1,2,36,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,480000000
5298,1,2,43,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,1000000000
5299,1,2,34,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,600000000
5300,1,1,37,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,980000000
5301,1,1,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,1050000000
5302,2,3,125,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1300000000
5303,3,3,110,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1000000000
5304,1,2,60,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,1150000000
5305,4,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,3700000000
5306,2,3,98,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1500000000
5307,4,4,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1970000000
5308,2,3,99,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,2350000000
5309,1,1,23,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,350000000
5310,1,2,50,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1570000000
5311,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,880000000
5312,1,2,74,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1350000000
5313,2,2,76,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1200000000
5314,2,3,76,SHM - Sertifikat Hak Milik,Rumah,Depok,865000000
5315,3,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,5500000000
5316,3,3,132,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,1850000000
5317,3,3,100,SHM - Sertifikat Hak Milik,Rumah,Depok,1360000000
5318,3,3,84,SHM - Sertifikat Hak Milik,Rumah,Depok,1590000000
5319,1,2,102,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,4300000000
5320,1,2,88,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,2100000000
5321,3,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2100000000
